localisation_de_la_scene;code_postal;longitude;latitude;id_localisation
18 rue ampere;75017;2.304933;48.885318;1095
18 rue antoine bourdelle;75015;2.318583;48.842951;1096
18 rue brochant;75017;2.31822038;48.88896661;1097
18 rue cail;75010;2.360227;48.882821;1098
18 rue cepre;75015;2.30364219;48.84690866;1099
18 rue d arcueil;75014;2.34277;48.820224;1100
18 rue de berne;75008;2.32326654;48.880964660000004;1101
18 rue de berri;75008;2.30511295;48.87287497;1102
18 rue de bruxelles;75009;2.33086492;48.88345577;1103
18 rue de douai;75009;2.33481645;48.8817872;1104
18 rue de dunkerque;75010;2.35355035;48.88038045;1105
18 rue de l echaude;75006;2.3360844800000002;48.85406095;1106
18 rue de l hotel de ville;75004;2.357191;48.853917;1107
18 rue de la condamine;75017;2.32368;48.887474;1108
18 rue de la fidelite;75010;2.35620879;48.87454444;1109
18 rue de la tremoille;75008;2.30321048;48.8670698;1110
18 rue de marignan;75008;2.306589;48.869097;1111
18 rue de meaux;75019;2.37153585;48.87908764;1112
18 rue de palestine;75019;2.38966;48.876729;1113
18 rue des fosses saint jacques;75005;2.34432732;48.84543537;1114
18 rue des haies;75020;2.40043101;48.85262495;1115
18 rue des wallons;75013;2.35966915;48.83871066;1116
18 rue du commerce;75015;2.2966499799999998;48.84808133;1117
18 rue du faubourg du temple;75011;2.366089;48.868311;1118
18 rue du professeur florian delbarre;75015;2.2717886;48.83903735;1119
18 rue du quatre septembre;75002;2.3362347;48.86974721;1120
18 rue duhesme;75018;2.33856172;48.89078729;1121
18 rue dunkerque;75010;2.35354;48.880374;1122
18 rue fabert;75007;2.31135992;48.8609736;1123
18 rue gaillon;75002;2.33445524;48.86876749;1124
18 rue guersant;75017;2.29051854;48.88044233;1125
18 rue jean et marie moinon;75010;2.37163615;48.87396487;1126
18 rue jose maria de heredia;75007;2.30797989;48.84753117;1127
18 rue jouffroy d abbans;75017;2.311022;48.88654;1128
18 rue la condamine;75017;2.32368894;48.88748071;1129
18 rue marbeuf;75008;2.30339344;48.86832273;1130
18 rue peree;75003;2.360688;48.865068;1131
18 rue piat;75020;2.38565037;48.87161606;1132
18 rue riquet;75019;2.37461065;48.88837926;1133
18 rue vaucquelin;75005;2.34698;48.84093;1134
18 rue vauquelin;75005;2.34698;48.84093;1135
18 rue veron;75018;2.3364613800000003;48.88460052;1136
18 rue volney;75002;2.33050999;48.86985817;1137
18 rue vulpian;75013;2.346303;48.831597;1138
18 rue yves toudic;75010;2.363964;48.869827;1139
180 240 rue des pyrenees;75020;2.396357;48.867828;1140
181 boulevard serurier;75019;2.39522453;48.89004893;1141
182 avenue victor hugo;75116;2.27615928;48.86591594;1142
182 rue du faubourg saint antoine;75012;2.38276391;48.85018224;1143
182 rue saint denis;75002;2.35115252;48.86637252;1144
184 192 rue de rivoli;75001;2.332362;48.863714;1145
184 rue de tolbiac;75013;2.35078465;48.8259356;1146
184 rue saint maur;75010;2.372529;48.871213;1147
186 avenue victor hugo;75116;2.27491;48.86538664;1148
186 rue du faubourg saint antoine;75012;2.38318836;48.8501609;1149
187 rue saint honore;75001;2.33283756;48.86441786;1150
188 boulevard saint germain;75007;2.330355;48.854646;1151
188 rue de charenton;75012;2.38505829;48.84336458;1152
188b rue de rivoli;75001;2.33304918;48.86358967;1153
189 rue saint maur;75010;2.3721444;48.87142307;1154
19 21 23 rue de belleville;75019;2.378965;48.872794;1155
19 avenue de l opera;75001;2.33409677;48.86595589;1156
19 avenue de la republique;75011;2.37056189;48.86616901;1157
19 avenue kleber;75116;2.2933214299999998;48.87101674;1158
19 avenue kleber hotel le peninsula;75016;2.293316;48.871009;1159
19 avenue kleber the peninsula;75016;2.293316;48.871009;1160
19 avenue rachel;75018;2.33077115;48.88518564;1161
19 boulevard de magenta;75010;2.36091707;48.87057929;1162
19 boulevard de vaugirard;75015;2.31898803;48.84141679;1163
19 passage de l industrie;75010;2.35384312;48.87133451;1164
19 place vendome;75001;2.32928037;48.86821602;1165
19 rue ballu;75009;2.32972767;48.88190464;1166
19 rue boyer;75020;2.3922169;48.86828213;1167
19 rue capitaine ferber;75020;2.40573;48.866016;1168
19 rue charlemagne;75004;2.359655;48.854241;1169
19 rue corvisart;75013;2.34714858;48.83256967;1170
19 rue de beaujolais;75002;2.33164;48.869882;1171
19 rue de bruxelles;75009;2.32881422;48.88287094;1172
19 rue de gravelle;75012;2.39810933;48.83657702;1173
19 rue de la source;75016;2.26646024;48.85055146;1174
19 rue de mont louis;75011;2.38908142;48.85839555;1175
19 rue de montpensier;75001;2.33671715;48.86480297;1176
19 rue de palestro;75002;2.351516;48.865645;1177
19 rue des fosses saint jacques;75005;2.34485296;48.84541172;1178
19 rue des grands augustins;75006;2.34053303;48.85408666;1179
19 rue dieu;75010;2.36516728;48.87071765;1180
19 rue du capitaine ferber;75020;2.40573;48.866016;1181
19 rue du pere corentin;75014;2.33053207;48.8258987;1182
19 rue du pont louis philippe;75004;2.35600832;48.85558666;1183
19 rue ganneron;75018;2.327934;48.88691;1184
19 rue keller;75011;2.37565886;48.85489478;1185
19 rue la fayette;75009;2.33661942;48.87406974;1186
19 rue leblanc;75015;2.27350459;48.83984924;1187
19 rue lesage;75020;2.38195588;48.87238855;1188
19 rue manin;75019;2.37812853;48.87778241;1189
19 rue muller;75018;2.34551952;48.88641782;1190
19 rue palestro;75002;2.351516;48.865645;1191
19 rue sainte marthe;75010;2.3718795999999998;48.87400182;1192
19 villa riberolles;75020;2.396804;48.858173;1193
191 rue championnet;75018;2.33254293;48.89405934;1194
192 boulevard de la villette;75019;2.37053785;48.88200334;1195
193 rue saint denis;75002;2.35080298;48.8661945;1196
194 rue de rivoli;75001;2.33176873;48.8640058;1197
195 avenue jean jaures;75019;2.39031303;48.88839373;1198
195 rue du faubourg poissonniere;75009;2.34950512;48.88328844;1199
195 rue saint jacques;75005;2.342212;48.84439092;1200
196 boulevard de la villette;75019;2.37053624;48.88218617;1201
197 rue du faubourg saint denis;75010;2.3587493999999998;48.8826588;1202
198 220 rue de la croix nivert;75015;2.289478;48.836385;1203
198 avenue jean jaures;75019;2.39181936;48.88828202;1204
199 rue du chevaleret;75013;2.36747399;48.83441887;1205
19b quai de bourbon;75004;2.35541034;48.85292637;1206
19b rue notre dame des victoires;75002;2.34178421;48.86906674;1207
1b rue dupont des loges;75007;2.30173929;48.85946669;1208
1b rue lallier;75009;2.34090204;48.88137903;1209
1bis passage de la fonderie;75011;2.375579;48.866986;1210
1bv chemin de ceinture du lac inferieur;75016;2.25897953;48.85873643;1211
1v avenue de la porte de clignancourt;75018;2.34421272;48.89816333;1212
1v voie georges pompidou;75004;2.3651562200000003;48.8470341;1213
2 10 avenue trudaine;75009;2.345348;48.881859;1214
2 10 cour des petites ecuries;75010;2.352878;48.872661;1215
2 14 rue norvins;75018;2.340396;48.886916;1216
2 17 rue princesse;75006;2.334584;48.851968;1217
2 18 rue de steinkerque;75018;2.343434;48.884222;1218
2 20 rue guisarde;75006;2.33441;48.851837;1219
2 24 rue saint honore;75008;2.324131;48.868172;1220
2 4 impasse lamier;75011;2.388745;48.858004;1221
2 4 rue du pasteur marc boegner;75016;2.281289;48.863101;1222
2 53 rue ramus;75020;2.398048;48.863254;1223
2 6 rue collette impasse saint ouen;75017;2.327111;48.893915;1224
2 allee adrienne lecouvreur;75007;2.29755727;48.85767117;1225
2 allee d andrezieux;75018;2.35238734;48.89206129;1226
2 au 19 rue du theatre;75015;2.286013;48.849693;1227
2 au 59 rue de lille;75007;2.326535;48.8594;1228
2 avenue de bel air;75012;2.42153141;48.84337099;1229
2 avenue de camoens;75116;2.28697122;48.85953041;1230
2 avenue de villiers;75017;2.31593261;48.88159683;1231
2 avenue deroulede;75015;2.299478;48.850371;1232
2 avenue du colonel bonnet;75016;2.27918469;48.85485958;1233
2 avenue du general detrie;75007;2.29868569;48.85372925;1234
2 avenue ingres;75016;2.26609356;48.85720638;1235
2 avenue jean jaures;75019;2.37062526;48.882726;1236
2 avenue marceau;75008;2.30036411;48.86525414;1237
2 avenue ruysdael;75008;2.31025977;48.87783402;1238
2 avenue velasquez;75008;2.31291117;48.88012682;1239
2 boulevard barbes;75018;2.349696;48.884039;1240
2 boulevard de belleville;75020;2.38336768;48.86727047;1241
2 boulevard de courcelles;75017;2.31504611;48.88132227;1242
2 boulevard de la villette;75019;2.37692613;48.8724848;1243
2 boulevard du palais;75001;2.346145;48.856076;1244
2 cours de vincennes;75012;2.39940796;48.84768382;1245
2 esplanade nathalie sarraute;75018;2.3619804;48.8875757;1246
2 galerie de montpensier;75001;2.33665146;48.86419631;1247
2 impasse saint eustache;75001;2.3454618;48.86372237;1248
2 passage ruelle;75018;2.359482;48.886716;1249
2 place baudoyer;75004;2.35569285;48.85618806;1250
2 place charles garnier;75009;2.33070608;48.87150826;1251
2 place d anvers;75009;2.34495622;48.88201121;1252
2 place d anvers le grand comptoir d anvers;75009;2.344954;48.882015;1253
2 place d estienne d orves;75009;2.33255593;48.87654728;1254
2 place de la porte maillot;75017;2.28380357;48.87860026;1255
2 place de rio de janeiro;75008;2.31080918;48.8776398;1256
2 place des abbesses;75018;2.338302;48.884608;1257
2 place des pyramides;75001;2.33258293;48.86386279;1258
2 place des pyramides hotel regina;75001;2.332599;48.863961;1259
2 place des pyramides hotel regina ;75001;2.332599;48.863961;1260
2 place des ternes;75017;2.297834;48.878315;1261
2 place du colonel fabien;75019;2.37091093;48.8777962;1262
2 place du colonel fabien espace niemeyer;75019;2.37105;48.87795;1263
2 place du docteur alfred fournier;75010;2.36685532;48.87265022;1264
2 place du louvre;75001;2.3408959400000002;48.859835340000004;1265
2 place du marche sainte catherine;75004;2.36298149;48.8552869;1266
2 place du pantheon;75005;2.346772;48.845555;1267
2 place du trocadero et du onze novembre;75116;2.28803889;48.86343971;1268
2 place edouard renard;75012;2.4068762599999998;48.83499395;1269
2 place ferdinand brunon;75014;2.326839;48.832991;1270
2 place gustave toudouze;75009;2.33749;48.879432;1271
2 place henri bergson;75008;2.3212289999999998;48.875821;1272
2 place jacques marette;75015;2.30044056;48.83269332;1273
2 place leon blum;75011;2.3810034;48.85807993;1274
2 place michel debre;75006;2.329812;48.852258;1275
2 quai d orleans;75004;2.35586906;48.85122578;1276
2 quai de l archeveche;75004;2.35178114;48.8522559;1277
2 quai de la megisserie;75004;2.346972;48.855991;1278
2 quai de la tournelle;75005;2.35316431;48.85074567;1279
2 route de la ferme parking;75012;2.452035;48.8209;1280
2 rue albert einstein;75013;2.38260089;48.82623657;1281
2 rue ambroise pare;75010;2.3537625699999998;48.88190111;1282
2 rue andre messager;75018;2.34284196;48.89505564;1283
2 rue auguste comte;75006;2.3382273700000002;48.84423861;1284
2 rue augustin thierry;75019;2.39458216;48.87620524;1285
2 rue barrelet de ricou;75019;2.3783291;48.87678584;1286
2 rue beaubourg;75004;2.353172;48.860372;1287
2 rue beaurepaire;75010;2.363321;48.868902;1288
2 rue beranger;75003;2.36441941;48.86508459;1289
2 rue bignon;75012;2.38835456;48.84029837;1290
2 rue boulard;75014;2.32962058;48.83486187;1291
2 rue buffon;75005;2.36393055;48.843288;1292
2 rue casimir perier;75007;2.31895248;48.85761531;1293
2 rue champfleury;75007;2.29775264;48.85437001;1294
2 rue conte;75003;2.356461;48.865952;1295
2 rue d arcole;75004;2.34998127;48.85492192;1296
2 rue d aubervilliers;75019;2.36507661;48.88462824;1297
2 rue de belleville;75020;2.37741357;48.87211032;1298
2 rue de bellevue;75019;2.39282973;48.87920572;1299
2 rue de buzenval;75020;2.40268493;48.84943026;1300
2 rue de chaligny;75012;2.383608;48.845195;1301
2 rue de choiseul;75002;2.336009;48.869008;1302
2 rue de choiseul bureau making prod;75002;2.336009;48.869008;1303
2 rue de franche comte;75003;2.36382621;48.8645155;1304
2 rue de harlay;75001;2.3431987;48.85674668;1305
2 rue de l abbaye;75006;2.33601756;48.85402083;1306
2 rue de l abreuvoir;75018;2.33960295;48.88798857;1307
2 rue de l alboni;75016;2.28636634;48.85706744;1308
2 rue de l hotel saint paul;75004;2.36353569;48.85393526;1309
2 rue de l ourcq;75019;2.38478402;48.88721391;1310
2 rue de l yvette;75016;2.267806;48.852673;1311
2 rue de la banque;75002;2.34016082;48.86630804;1312
2 rue de la boule rouge;75009;2.34476977;48.87319331;1313
2 rue de la bucherie;75005;2.34922635;48.85146519;1314
2 rue de la duee;75020;2.39558764;48.87058508;1315
2 rue de la fontaine au roi;75011;2.36841076;48.86857113;1316
2 rue de la lune;75002;2.35117335;48.86978978;1317
2 rue de la manutention;75116;2.29613668;48.8641661;1318
2 rue de la mare;75020;2.38849714;48.86852049;1319
2 rue de la palestine;75019;2.389677;48.875523;1320
2 rue de lappe;75011;2.37147421;48.85425881;1321
2 rue de lille inalco;75007;2.332544;48.857743;1322
2 rue de navarre;75005;2.35376702;48.84378596;1323
2 rue de rivoli;75004;2.36157301;48.8552152;1324
2 rue de sully;75004;2.36437323;48.84993427;1325
2 rue de turgot;75009;2.345636;48.879892;1326
2 rue de valence;75005;2.35036616;48.83834929;1327
2 rue de washington;75008;2.301793;48.87227;1328
2 rue des archives;75004;2.35412922;48.85713669;1329
2 rue des barres;75004;2.35512119;48.85479862;1330
2 rue des colonnes;75002;2.33953035;48.86919133;1331
2 rue des colonnes du trone;75012;2.39905078;48.84560159;1332
2 rue des francs bourgeois;75004;2.360897;48.857551;1333
2 rue des petits peres;75002;2.3401502;48.86611593;1334
2 rue des pyramides;75001;2.33250149;48.86405759;1335
2 rue des trois freres;75018;2.34173785;48.88361402;1336
2 rue descartes;75005;2.34834655;48.84722906;1337
2 rue du calvaire;75018;2.34050458;48.88610097;1338
2 rue du cloitre notre dame;75004;2.35189707;48.85281366;1339
2 rue du colonel monteil;75014;2.30909259;48.8265023;1340
2 rue du commandant rene mouchotte;75015;2.32143007;48.84016945;1341
2 rue du commandant schloesing;75016;2.285225;48.861902;1342
2 rue du commandant schloesing;75116;2.28498878;48.86189199;1343
2 rue du docteur magnan;75013;2.3620123299999998;48.82747329;1344
2 rue du faubourg saint denis;75010;2.35291853;48.86999073;1345
2 rue du general blaise;75011;2.3790725200000002;48.86108519;1346
2 rue du general lambert;75007;2.294797;48.856158;1347
2 rue du liban;75020;2.3860296;48.8685051;1348
2 rue du pont neuf;75001;2.343759;48.859427;1349
2 rue du rhin;75019;2.3809621;48.88516719;1350
2 rue du sabot;75006;2.33133422;48.85301088;1351
2 rue duhesme;75018;2.33705207;48.89030559;1352
2 rue dupuytren;75006;2.339687;48.851804;1353
2 rue edouard colonne;75001;2.34563568;48.85784464;1354
2 rue edouard quenu;75005;2.34967891;48.83935878;1355
2 rue emile gilbert;75012;2.37340274;48.84608091;1356
2 rue eugene poubelle;75016;2.2781724;48.85059894;1357
2 rue eugene spuller;75003;2.3615319599999998;48.86399203;1358
2 rue fauvet;75018;2.32773536;48.88894002;1359
2 rue ferdinand flocon;75018;2.34567683;48.89097249;1360
2 rue gazan;75014;2.33993447;48.82418656;1361
2 rue gerbert;75015;2.29743071;48.83987109;1362
2 rue hegesippe moreau;75018;2.32770143;48.8868911;1363
2 rue jarente;75006;2.33526;48.85767;1364
2 rue jasmin;75016;2.266299;48.851895999999996;1365
2 rue lamballe;75016;2.283026;48.854629;1366
2 rue lauzin;75019;2.37899864;48.87483676;1367
2 rue le regrattier;75004;2.35435557;48.85177859;1368
2 rue lord byron;75008;2.30113209;48.87309423;1369
2 rue lulli;75002;2.33727718;48.86804162;1370
2 rue manin;75019;2.37866552;48.87898572;1371
2 rue melingue;75019;2.386248;48.874598;1372
2 rue michel de bourges;75020;2.40011725;48.85408465;1373
2 rue montalembert;75007;2.32836769;48.85701026;1374
2 rue panhard;75013;2.359524;48.838779;1375
2 rue paul albert;75018;2.34510588;48.8859721;1376
2 rue paul bodin cafe le pari s;75017;2.317307;48.892518;1377
2 rue perree;75003;2.36263515;48.86408451;1378
2 rue pierre castagnou;75014;2.32630248;48.83332323;1379
2 rue pierre ginier;75018;2.3263100899999998;48.88659536;1380
2 rue pierre l ermite;75018;2.3552349;48.88516936;1381
2 rue riboutte;75009;2.34650105;48.8760349;1382
2 rue roger verlomme;75003;2.36714502;48.85671102;1383
2 rue rouget de l isle;75001;2.32627352;48.86593098;1384
2 rue saint ambroise;75011;2.37673333;48.8618157;1385
2 rue saint eleuthere;75018;2.34181413;48.88585804;1386
2 rue sainte cecile;75009;2.34766471;48.87312525;1387
2 rue sarrette;75014;2.33191384;48.82764316;1388
2 rue scribe;75009;2.33027036;48.87076776;1389
2 rue serge prokofiev;75016;2.26891505;48.85421018;1390
2 rue sorbier;75020;2.38950079;48.86848738;1391
2 rue thomire;75013;2.34810665;48.81978664;1392
2 rue turgot;75009;2.345636;48.879892;1393
2 rue vivienne;75002;2.3388400000000003;48.866495;1394
2 rue voltaire;75011;2.39008787;48.85219939;1395
2 rue vulpian;75013;2.34671;48.832466;1396
2 square lagarde;75005;2.34796894;48.84068126;1397
2 villa leandre;75018;2.33515003;48.88847466;1398
20 avenue de la dode brunerie parking ;75016;2.256917;48.836528;1399
20 avenue de laumiere;75019;2.3806553;48.88399141;1400
20 avenue de new york;75016;2.293955;48.862712;1401
20 avenue gambetta cfi;75020;2.400725;48.867691;1402
20 avenue rachel;75018;2.33106295;48.88538876;1403
20 avenue trudaine;75009;2.34168186;48.88114095;1404
20 boulevard arago;75013;2.3488812;48.83605402;1405
20 boulevard de la villette;75019;2.37564711;48.87362888;1406
20 boulevard saint martin;75010;2.35640186;48.86901144;1407
20 esplanade nathalie sarraute;75018;2.36275865;48.88867392;1408
20 place dauphine;75001;2.3423158600000002;48.85682125;1409
20 quai des tuileries;75001;2.32202078;48.86365807;1410
20 rue barbanegre;75019;2.3848221;48.89352531;1411
20 rue beccaria;75012;2.378941;48.847817;1412
20 rue clauzel;75009;2.337952;48.87927;1413
20 rue cortot;75018;2.34002217;48.88778559;1414
20 rue de charonne;75011;2.3748;48.852981;1415
20 rue de la folie mericourt;75011;2.373802;48.862406;1416
20 rue de la forge royale;75011;2.380745;48.851772;1417
20 rue de la mare;75020;2.3890174;48.86991367;1418
20 rue des annelets;75019;2.38950936;48.87794941;1419
20 rue des archives;75004;2.35486028;48.85784821;1420
20 rue des fosses saint bernard;75005;2.354701;48.848523;1421
20 rue des fosses saint jacques;75005;2.34443874;48.84534653;1422
20 rue des gardes;75018;2.35301597;48.88614587;1423
20 rue des vinaigriers;75010;2.36331421;48.87320074;1424
20 rue doudeauville;75018;2.35683957;48.88885244;1425
20 rue du departement;75018;2.36268989;48.88640876;1426
20 rue du mont cenis;75018;2.34181392;48.88791591;1427
20 rue du temple;75004;2.35359686;48.85869705;1428
20 rue duperre;75009;2.33558174;48.88211048;1429
20 rue gazan;75014;2.34063999;48.82228858;1430
20 rue jean rey;75015;2.29226817;48.85536077;1431
20 rue juliette dodu;75010;2.3688573;48.875871599999996;1432
20 rue la fayette;75009;2.33599532;48.87369358;1433
20 rue lafayette;75009;2.336218;48.873828;1434
20 rue mederic ecole de cuisine jean drouant;75017;2.30374;48.880748;1435
20 rue mouton duvernet;75014;2.32795614;48.83195591;1436
20 rue saint ambroise;75011;2.37826457;48.86249945;1437
20 rue saint victor;75005;2.35078008;48.84849515;1438
20 rue soufflot;75005;2.34224424;48.84719146;1439
20 rue titon;75011;2.386468;48.851974;1440
200 rue du faubourg saint denis;75010;2.35848059;48.8816978;1441
201 boulevard serurier;75019;2.39423271;48.89434062;1442
203 boulevard saint germain;75007;2.32641746;48.85564106;1443
203 rue de charenton;75012;2.388871;48.83963921;1444
203 rue de lourmel;75015;2.280919;48.836672;1445
203 rue saint martin;75003;2.35255373;48.86358097;1446
204 rue de charenton;75012;2.38694699;48.84145397;1447
205 boulevard serrurier;75019;2.394148;48.895129;1448
205 boulevard serurier;75019;2.39395427;48.89520079;1449
205 quai de jemmapes;75010;2.36910476;48.88096913;1450
205 rue de courcelles;75017;2.2929673;48.88893688;1451
206 avenue daumesnil;75012;2.39934074;48.83798025;1452
206 quai de valmy;75010;2.36872007;48.88178411;1453
208 rue du fbg saint honore con c st saens;75008;2.304697;48.875315;1454
209 rue de belleville;75019;2.394263;48.875516;1455
209 rue du faubourg saint antoine;75011;2.382924;48.850526;1456
20b boulevard arago;75013;2.34871391;48.83604477;1457
21 23 rue de belleville;75019;2.378965;48.872794;1458
21 33 37 boulevard de clichy;75018;2.333761;48.883667;1459
21 55 boulevard de strasbourg;75010;2.356006;48.872852;1460
21 au 55 rue gaston de caillavet;75015;2.2840439999999997;48.849317;1461
21 avenue du marechal maunoury;75016;2.26519242;48.86006493;1462
21 avenue george v;75008;2.3009650600000002;48.86726543;1463
21 avenue kleber;75116;2.29282035;48.87032578;1464
21 avenue trudaine;75009;2.34394204;48.88128594;1465
21 boulevard barbes;75018;2.34931475;48.88598404;1466
21 boulevard de vaugirard;75015;2.31890325;48.84139233;1467
21 boulevard delessert;75016;2.2855129;48.85858096;1468
21 boulevard saint marcel;75013;2.356564;48.838067;1469
21 boulevard voltaire;75011;2.36761071;48.8654462;1470
21 place du pantheon;75005;2.34458088;48.84619171;1471
21 quai aux fleurs;75004;2.35078416;48.85471911;1472
21 quai d anjou;75004;2.35843065;48.85192944;1473
21 quai de la tournelle;75005;2.35443975;48.85001333;1474
21 rue augustin thierry;75019;2.39323292;48.87615564;1475
21 rue de l amiral roussin;75015;2.29939568;48.84504252;1476
21 rue de l universite;75007;2.32869863;48.85737008;1477
21 rue de la cerisaie;75004;2.36492419;48.8522456;1478
21 rue de la liberte;75019;2.39315775;48.88106975;1479
21 rue de picpus;75012;2.39457345;48.84628437;1480
21 rue de pondichery;75015;2.29772272;48.84958973;1481
21 rue de reuilly;75012;2.386018;48.848478;1482
21 rue de tanger;75019;2.368397;48.885891;1483
21 rue des couronnes;75020;2.38244728;48.86980859;1484
21 rue des fetes;75019;2.39242161;48.87669399;1485
21 rue des poissonniers;75018;2.35083304;48.88704752;1486
21 rue du colonel rozanoff;75012;2.3871112;48.84544754;1487
21 rue du departement;75018;2.36552408;48.88554915;1488
21 rue du docteur germain see;75016;2.27950273;48.85420952;1489
21 rue du jour;75001;2.34473726;48.86387585;1490
21 rue du poteau;75018;2.34212251;48.89360767;1491
21 rue du retrait;75020;2.39429;48.868426;1492
21 rue gracieuse;75005;2.35133456;48.84291931;1493
21 rue greneta;75002;2.350845;48.865101;1494
21 rue halle;75014;2.3324717;48.83054371;1495
21 rue le regrattier;75004;2.35490778;48.8526091;1496
21 rue manin;75019;2.37811612;48.87783092;1497
21 rue meynadier;75019;2.38391817;48.88410116;1498
21 rue paul albert;75018;2.34507822;48.88746534;1499
21 rue perignon;75015;2.30777486;48.84723859;1500
21 rue piat;75020;2.38506517;48.87152132;1501
21 rue pierre et marie curie;75005;2.34288162;48.84473777;1502
21 rue rollin;75005;2.35013826;48.84473061;1503
21 rue rottembourg;75012;2.4065493;48.83849259;1504
21 rue yves toudic;75010;2.36307767;48.87064167;1505
21 square alboni;75016;2.28573311;48.85720384;1506
210 rue de rivoli;75001;2.33000893;48.86457326;1507
211 avenue jean jaures;75019;2.39245445;48.88895237;1508
212 boulevard voltaire;75011;2.3875832;48.85316004;1509
217 boulevard saint germain;75007;2.32396516;48.85734797;1510
218 rue de bercy;75012;2.37068467;48.84605622;1511
22 au 70 rue saint andre des arts;75006;2.33872;48.85365;1512
22 avenue de breteuil;75007;2.31164543;48.85163806;1513
22 avenue de l observatoire;75014;2.33638747;48.83947468;1514
22 avenue de la sibelle;75014;2.338066;48.82549;1515
22 avenue de saxe;75007;2.30804057;48.84932082;1516
22 avenue de suffren;75007;2.298596;48.852803;1517
22 avenue de suffren;75015;2.293828;48.855476;1518
22 avenue des champs elysees;75008;2.30914336;48.86965267;1519
22 avenue jean aicard;75011;2.38090405;48.86598795;1520
22 avenue ledru rollin;75012;2.36937933;48.84664447;1521
22 avenue raphael;75016;2.26754109;48.85890709;1522
22 avenue rapp;75007;2.30039647;48.85924227;1523
22 boulevard des capucines;75009;2.328558;48.870051;1524
22 place de la nation;75012;2.39613956;48.84724538;1525
22 rue archereau;75019;2.3729021599999998;48.89028771;1526
22 rue d aumale;75009;2.33534751;48.87845511;1527
22 rue dauphine;75006;2.33954425;48.85514119;1528
22 rue de belleville;75020;2.37915447;48.87258945;1529
22 rue de bercy;75012;2.38503856;48.83642769;1530
22 rue de l aqueduc;75010;2.36045594;48.88067317;1531
22 rue de la butte aux cailles;75013;2.35022406;48.82783112;1532
22 rue de la duee;75020;2.39712636;48.8714083;1533
22 rue de paradis;75010;2.35332711;48.87488167;1534
22 rue de vintimille;75009;2.32960323;48.88261263;1535
22 rue des belles feuilles;75016;2.282226;48.866739;1536
22 rue des lilas;75019;2.396648;48.879595;1537
22 rue des wallons;75013;2.35894944;48.83843742;1538
22 rue doudeauville;75018;2.35672255;48.88884172;1539
22 rue du maine;75014;2.32198224;48.84064769;1540
22 rue duperre;75009;2.33544703;48.88210478;1541
22 rue emeriau;75015;2.28755151;48.85105873;1542
22 rue etienne dolet;75020;2.38452245;48.86778176;1543
22 rue euryale dehaynin;75019;2.37724899;48.886427929999996;1544
22 rue guillaume apollinaire;75006;2.33330196;48.85463382;1545
22 rue guynemer;75006;2.33231916;48.84715165;1546
22 rue jean rey;75015;2.29236549;48.85537102;1547
22 rue juliette dodu;75010;2.368754;48.876026;1548
22 rue legendre;75017;2.31232;48.882712;1549
22 rue louise weiss;75013;2.37030767;48.83381963;1550
22 rue marguerite duras;75013;2.3806292;48.82997439;1551
22 rue marx dormoy;75018;2.359647;48.886104;1552
22 rue mederic;75017;2.30387111;48.88081188;1553
22 rue milton;75009;2.341238;48.87837;1554
22 rue norvins;75018;2.33929872;48.88712144;1555
22 rue pajol;75018;2.3630676;48.8895948;1556
22 rue paul valery;75016;2.289559;48.870694;1557
22 rue sainte croix de la bretonnerie;75004;2.35602833;48.85831266;1558
22 square alboni;75016;2.285782;48.85705;1559
223 rue de l universite;75007;2.29646845;48.85975103;1560
224 rue de rivoli;75001;2.32860313;48.86502733;1561
224 rue saint denis;75002;2.352042;48.868318;1562
225 rue de l universit2;75007;2.296288;48.859628;1563
227 rue de bercy;75012;2.36972524;48.84652128;1564
227 rue saint denis;75002;2.35134099;48.867125;1565
228 rue de l universite;75007;2.29624266;48.85977813;1566
228 rue de rivoli;75001;2.3281011;48.86519362;1567
23 25 avenue franklin roosevelt;75008;2.309987;48.867086;1568
23 31 rue pierre semard;75009;2.348291;48.879105;1569
23 35 rue du colonel rozanoff;75012;2.387108;48.846198;1570
23 avenue cesar palace;75015;2.309339;48.847145;1571
23 avenue de friedland;75008;2.30184598;48.87429063;1572
23 avenue de marigny;75008;2.3156646800000003;48.8706767;1573
23 avenue franklin d roosevelt;75008;2.30995129;48.86688927;1574
23 avenue george v;75008;2.300938;48.867515;1575
23 avenue junot;75018;2.335468;48.88839;1576
23 boulevard de menilmontant;75011;2.38857652;48.85991932;1577
23 boulevard diderot;75012;2.37351023;48.84598815;1578
23 quai anatole france;75007;2.32183616;48.8617201;1579
23 quai de conti;75006;2.33735491;48.85728981;1580
23 quai malaquais;75006;2.3333361999999997;48.85812463;1581
23 rue bayard;75008;2.30764487;48.86703143;1582
23 rue beaubourg;75003;2.35343078;48.86143212;1583
23 rue benjamin franklin;75016;2.2857250000000002;48.860399;1584
23 rue chappe;75018;2.34185228;48.88528072;1585
23 rue clovis;75005;2.34738367;48.8463581;1586
23 rue de clovis angle des clovis et clotilde;75005;2.3473829999999998;48.846358;1587
23 rue de constantine;75007;2.31490309;48.8593416;1588
23 rue de la grange aux belles;75010;2.366281;48.874681;1589
23 rue de la harpe;75005;2.34465107;48.8523172;1590
23 rue de seine;75006;2.33670138;48.85635544;1591
23 rue des fosses saint jacques;75005;2.34513875;48.8452615;1592
