date_de_debut;date_de_fin;fk_oeuvre;fk_realisateur_ice;id_periode
2016-12-05;2016-12-05;409;174;1355
2016-12-05;2016-12-05;761;347;1356
2016-12-05;2016-12-07;467;526;1357
2016-12-06;2016-12-06;45;251;1358
2016-12-06;2016-12-06;156;229;1359
2016-12-06;2016-12-06;324;754;1360
2016-12-06;2016-12-06;339;433;1361
2016-12-06;2016-12-06;407;42;1362
2016-12-06;2016-12-06;433;214;1363
2016-12-06;2016-12-06;761;347;1364
2016-12-06;2016-12-09;409;174;1365
2016-12-06;2016-12-09;588;537;1366
2016-12-07;2016-12-07;156;229;1367
2016-12-07;2016-12-07;272;180;1368
2016-12-07;2016-12-07;761;347;1369
2016-12-07;2016-12-08;407;42;1370
2016-12-07;2016-12-09;324;754;1371
2016-12-07;2016-12-09;409;174;1372
2016-12-08;2016-12-08;119;565;1373
2016-12-08;2016-12-08;156;229;1374
2016-12-08;2016-12-08;272;180;1375
2016-12-08;2016-12-08;322;342;1376
2016-12-08;2016-12-08;324;754;1377
2016-12-08;2016-12-08;467;526;1378
2016-12-08;2016-12-08;761;347;1379
2016-12-09;2016-12-09;119;565;1380
2016-12-09;2016-12-09;156;229;1381
2016-12-09;2016-12-09;322;342;1382
2016-12-09;2016-12-09;432;753;1383
2016-12-09;2016-12-09;467;526;1384
2016-12-09;2016-12-09;761;347;1385
2016-12-11;2016-12-11;521;418;1386
2016-12-12;2016-12-12;119;565;1387
2016-12-12;2016-12-12;229;269;1388
2016-12-12;2016-12-12;432;753;1389
2016-12-12;2016-12-12;467;526;1390
2016-12-12;2016-12-12;521;418;1391
2016-12-12;2016-12-12;761;347;1392
2016-12-12;2016-12-14;407;42;1393
2016-12-12;2016-12-15;322;342;1394
2016-12-12;2016-12-16;409;174;1395
2016-12-13;2016-12-13;432;753;1396
2016-12-13;2016-12-13;467;526;1397
2016-12-13;2016-12-13;521;418;1398
2016-12-13;2016-12-13;588;537;1399
2016-12-13;2016-12-13;761;347;1400
2016-12-13;2016-12-14;229;269;1401
2016-12-14;2016-12-14;232;432;1402
2016-12-14;2016-12-14;432;753;1403
2016-12-14;2016-12-14;521;418;1404
2016-12-15;2016-12-15;261;349;1405
2016-12-15;2016-12-15;407;42;1406
2016-12-15;2016-12-15;521;418;1407
2016-12-15;2016-12-15;823;441;1408
2016-12-15;2016-12-16;119;565;1409
2016-12-16;2016-12-16;432;753;1410
2016-12-16;2016-12-21;407;42;1411
2016-12-17;2016-12-17;432;753;1412
2016-12-19;2016-12-19;119;565;1413
2016-12-19;2016-12-19;322;342;1414
2016-12-19;2016-12-21;409;174;1415
2016-12-19;2016-12-23;432;753;1416
2016-12-20;2016-12-20;322;342;1417
2016-12-21;2016-12-21;322;342;1418
2016-12-21;2016-12-21;324;754;1419
2016-12-21;2016-12-22;409;174;1420
2016-12-22;2016-12-22;322;342;1421
2016-12-22;2016-12-22;588;537;1422
2016-12-22;2016-12-23;407;42;1423
2016-12-23;2016-12-23;322;342;1424
2016-12-23;2016-12-23;432;753;1425
2016-12-23;2016-12-23;588;537;1426
2016-12-29;2016-12-29;131;755;1427
2017-01-10;2017-01-10;162;740;1428
2017-01-13;2017-01-13;322;342;1429
2017-01-16;2017-01-16;339;434;1430
2017-01-16;2017-01-16;712;392;1431
2017-01-18;2017-01-18;339;434;1432
2017-01-18;2017-01-18;712;392;1433
2017-01-19;2017-01-19;39;672;1434
2017-01-20;2017-01-20;173;;1435
2017-01-23;2017-01-23;39;672;1436
2017-01-23;2017-01-23;47;722;1437
2017-01-23;2017-01-23;78;477;1438
2017-01-23;2017-01-23;458;110;1439
2017-01-23;2017-01-24;193;121;1440
2017-01-24;2017-01-24;317;676;1441
2017-01-25;2017-01-25;39;672;1442
2017-01-25;2017-01-25;173;;1443
2017-01-25;2017-01-25;317;676;1444
2017-01-26;2017-01-26;173;;1445
2017-01-26;2017-01-26;676;315;1446
2017-01-26;2017-01-26;687;609;1447
2017-01-26;2017-01-27;39;672;1448
2017-01-27;2017-01-27;162;740;1449
2017-01-27;2017-01-27;317;676;1450
2017-01-27;2017-01-27;676;315;1451
2017-01-30;2017-01-30;47;722;1452
2017-01-30;2017-01-30;173;;1453
2017-01-30;2017-01-30;458;110;1454
2017-01-30;2017-01-30;676;315;1455
2017-01-31;2017-01-31;47;722;1456
2017-01-31;2017-01-31;317;676;1457
2017-01-31;2017-01-31;380;667;1458
2017-02-02;2017-02-02;47;722;1459
2017-02-02;2017-02-02;707;242;1460
2017-02-04;2017-02-04;39;672;1461
2017-02-06;2017-02-06;39;672;1462
2017-02-06;2017-02-06;47;722;1463
2017-02-06;2017-02-06;380;667;1464
2017-02-07;2017-02-07;47;722;1465
2017-02-07;2017-02-07;146;755;1466
2017-02-07;2017-02-07;193;121;1467
2017-02-07;2017-02-07;380;667;1468
2017-02-08;2017-02-08;142;755;1469
2017-02-08;2017-02-09;193;121;1470
2017-02-09;2017-02-09;676;315;1471
2017-02-09;2017-02-10;193;121;1472
2017-02-10;2017-02-11;193;121;1473
2017-02-10;2017-02-11;707;;1474
2017-02-11;2017-02-12;707;;1475
2017-02-13;2017-02-13;131;755;1476
2017-02-13;2017-02-13;380;667;1477
2017-02-13;2017-02-13;433;647;1478
2017-02-14;2017-02-14;131;755;1479
2017-02-14;2017-02-14;193;121;1480
2017-02-14;2017-02-14;380;667;1481
2017-02-14;2017-02-15;30;231;1482
2017-02-15;2017-02-15;47;722;1483
2017-02-15;2017-02-15;131;755;1484
2017-02-15;2017-02-15;193;121;1485
2017-02-15;2017-02-16;47;722;1486
2017-02-16;2017-02-16;47;722;1487
2017-02-16;2017-02-16;193;121;1488
2017-02-16;2017-02-16;570;337;1489
2017-02-17;2017-02-17;146;755;1490
2017-02-17;2017-02-17;147;755;1491
2017-02-20;2017-02-20;148;755;1492
2017-02-20;2017-02-20;317;676;1493
2017-02-20;2017-02-21;440;600;1494
2017-02-21;2017-02-21;193;121;1495
2017-02-21;2017-02-22;148;755;1496
2017-02-21;2017-02-22;440;;1497
2017-02-22;2017-02-22;91;94;1498
2017-02-22;2017-02-22;131;755;1499
2017-02-22;2017-02-22;274;;1500
2017-02-22;2017-02-22;317;676;1501
2017-02-22;2017-02-22;588;537;1502
2017-02-23;2017-02-23;523;638;1503
2017-02-24;2017-02-24;317;676;1504
2017-02-24;2017-02-24;380;667;1505
2017-02-27;2017-02-27;317;676;1506
2017-02-27;2017-02-28;802;8;1507
2017-02-28;2017-02-28;440;600;1508
2017-02-28;2017-03-01;802;8;1509
2017-03-01;2017-03-01;91;94;1510
2017-03-01;2017-03-01;440;600;1511
2017-03-02;2017-03-02;91;94;1512
2017-03-02;2017-03-02;147;755;1513
2017-03-02;2017-03-02;149;755;1514
2017-03-02;2017-03-02;317;676;1515
2017-03-02;2017-03-02;440;600;1516
2017-03-02;2017-03-02;588;537;1517
2017-03-02;2017-03-02;736;260;1518
2017-03-02;2017-03-03;736;260;1519
2017-03-03;2017-03-03;91;94;1520
2017-03-03;2017-03-03;131;755;1521
2017-03-03;2017-03-03;236;78;1522
2017-03-03;2017-03-04;802;8;1523
2017-03-06;2017-03-07;390;249;1524
2017-03-06;2017-03-07;802;8;1525
2017-03-07;2017-03-08;390;249;1526
2017-03-08;2017-03-08;318;182;1527
2017-03-09;2017-03-09;131;755;1528
2017-03-09;2017-03-09;132;755;1529
2017-03-09;2017-03-09;588;537;1530
2017-03-09;2017-03-10;390;249;1531
2017-03-10;2017-03-10;131;755;1532
2017-03-10;2017-03-10;390;249;1533
2017-03-10;2017-03-10;486;202;1534
2017-03-10;2017-03-11;131;755;1535
2017-03-10;2017-03-11;390;249;1536
2017-03-13;2017-03-13;119;565;1537
2017-03-13;2017-03-13;173;;1538
2017-03-13;2017-03-13;232;432;1539
2017-03-13;2017-03-13;486;202;1540
2017-03-13;2017-03-13;546;752;1541
2017-03-14;2017-03-14;131;755;1542
2017-03-14;2017-03-14;173;;1543
2017-03-14;2017-03-14;546;752;1544
2017-03-14;2017-03-14;588;537;1545
2017-03-15;2017-03-15;292;473;1546
2017-03-15;2017-03-15;546;752;1547
2017-03-15;2017-03-15;722;511;1548
2017-03-15;2017-03-16;722;511;1549
2017-03-16;2017-03-16;133;755;1550
2017-03-16;2017-03-16;271;16;1551
2017-03-16;2017-03-16;292;473;1552
2017-03-16;2017-03-16;486;202;1553
2017-03-16;2017-03-17;722;511;1554
2017-03-16;2017-03-17;802;8;1555
2017-03-17;2017-03-17;91;94;1556
2017-03-17;2017-03-17;292;473;1557
2017-03-17;2017-03-17;485;202;1558
2017-03-17;2017-03-18;722;511;1559
2017-03-17;2017-03-18;802;;1560
2017-03-20;2017-03-20;133;755;1561
2017-03-20;2017-03-20;318;182;1562
2017-03-20;2017-03-20;719;757;1563
2017-03-20;2017-03-21;802;8;1564
2017-03-21;2017-03-21;131;755;1565
2017-03-21;2017-03-21;318;182;1566
2017-03-21;2017-03-21;660;707;1567
2017-03-21;2017-03-21;719;757;1568
2017-03-21;2017-03-21;722;511;1569
2017-03-21;2017-03-22;271;16;1570
2017-03-21;2017-03-22;802;8;1571
2017-03-22;2017-03-22;91;94;1572
2017-03-22;2017-03-22;134;755;1573
2017-03-22;2017-03-22;318;182;1574
2017-03-22;2017-03-22;528;488;1575
2017-03-22;2017-03-23;318;182;1576
2017-03-22;2017-03-23;802;8;1577
2017-03-23;2017-03-23;85;616;1578
2017-03-23;2017-03-23;201;447;1579
2017-03-23;2017-03-23;271;16;1580
2017-03-23;2017-03-23;530;282;1581
2017-03-23;2017-03-23;719;757;1582
2017-03-23;2017-03-24;530;282;1583
2017-03-23;2017-03-24;802;8;1584
2017-03-24;2017-03-24;91;94;1585
2017-03-24;2017-03-24;135;755;1586
2017-03-24;2017-03-24;271;16;1587
2017-03-24;2017-03-24;719;757;1588
2017-03-24;2017-03-24;722;511;1589
2017-03-24;2017-03-25;719;757;1590
2017-03-25;2017-03-25;719;756;1591
2017-03-25;2017-03-25;722;511;1592
2017-03-26;2017-03-26;85;616;1593
2017-03-27;2017-03-27;85;616;1594
2017-03-27;2017-03-27;179;145;1595
2017-03-27;2017-03-27;358;218;1596
2017-03-27;2017-03-27;668;191;1597
2017-03-27;2017-03-27;752;341;1598
2017-03-27;2017-03-28;91;94;1599
2017-03-27;2017-03-28;802;;1600
2017-03-28;2017-03-28;85;616;1601
2017-03-28;2017-03-28;91;94;1602
2017-03-28;2017-03-28;131;755;1603
2017-03-28;2017-03-28;179;145;1604
2017-03-28;2017-03-28;201;447;1605
2017-03-28;2017-03-28;440;600;1606
2017-03-29;2017-03-29;85;616;1607
2017-03-29;2017-03-29;91;94;1608
2017-03-29;2017-03-29;131;755;1609
2017-03-29;2017-03-30;201;447;1610
2017-03-29;2017-03-30;802;;1611
2017-03-30;2017-03-30;85;616;1612
2017-03-30;2017-03-30;131;755;1613
2017-03-30;2017-03-30;136;755;1614
2017-03-30;2017-03-30;318;182;1615
2017-03-30;2017-03-30;358;218;1616
2017-03-30;2017-03-30;660;707;1617
2017-03-30;2017-03-30;802;;1618
2017-03-30;2017-03-31;136;755;1619
2017-03-30;2017-03-31;201;447;1620
2017-03-30;2017-03-31;358;218;1621
2017-03-30;2017-03-31;802;;1622
2017-03-31;2017-03-31;201;447;1623
2017-03-31;2017-03-31;318;182;1624
2017-03-31;2017-03-31;358;218;1625
2017-03-31;2017-03-31;802;;1626
2017-03-31;2017-04-01;136;755;1627
2017-03-31;2017-04-01;358;218;1628
2017-03-31;2017-04-01;536;498;1629
2017-04-03;2017-04-03;179;;1630
2017-04-03;2017-04-03;271;16;1631
2017-04-03;2017-04-03;318;182;1632
2017-04-03;2017-04-03;358;218;1633
2017-04-04;2017-04-04;68;272;1634
2017-04-04;2017-04-04;131;755;1635
2017-04-04;2017-04-04;274;118;1636
2017-04-05;2017-04-05;68;272;1637
2017-04-05;2017-04-06;85;616;1638
2017-04-05;2017-04-06;318;182;1639
2017-04-05;2017-04-10;131;755;1640
2017-04-06;2017-04-06;440;600;1641
2017-04-06;2017-04-07;318;182;1642
2017-04-07;2017-04-07;85;616;1643
2017-04-07;2017-04-07;131;755;1644
2017-04-07;2017-04-07;179;145;1645
2017-04-07;2017-04-07;318;182;1646
2017-04-07;2017-04-07;752;341;1647
2017-04-08;2017-04-08;274;118;1648
2017-04-09;2017-04-09;274;118;1649
2017-04-10;2017-04-10;131;755;1650
2017-04-10;2017-04-10;271;16;1651
2017-04-10;2017-04-10;274;118;1652
2017-04-10;2017-04-10;325;657;1653
2017-04-10;2017-04-10;766;258;1654
2017-04-10;2017-04-11;91;94;1655
2017-04-11;2017-04-11;274;118;1656
2017-04-11;2017-04-11;537;498;1657
2017-04-11;2017-04-12;537;498;1658
2017-04-12;2017-04-12;131;755;1659
2017-04-12;2017-04-12;318;182;1660
2017-04-13;2017-04-13;131;755;1661
2017-04-13;2017-04-13;137;755;1662
2017-04-13;2017-04-13;174;738;1663
2017-04-13;2017-04-13;238;629;1664
2017-04-13;2017-04-13;251;467;1665
2017-04-13;2017-04-13;527;488;1666
2017-04-13;2017-04-13;857;233;1667
2017-04-13;2017-04-14;251;467;1668
2017-04-13;2017-04-14;802;;1669
2017-04-14;2017-04-14;39;212;1670
2017-04-14;2017-04-14;174;738;1671
2017-04-15;2017-04-15;39;212;1672
2017-04-18;2017-04-18;138;755;1673
2017-04-19;2017-04-19;682;572;1674
2017-04-19;2017-04-20;131;755;1675
2017-04-20;2017-04-20;39;212;1676
2017-04-20;2017-04-20;318;182;1677
2017-04-20;2017-04-20;682;572;1678
2017-04-21;2017-04-21;318;182;1679
2017-04-21;2017-04-22;318;182;1680
2017-04-22;2017-04-22;682;572;1681
2017-04-23;2017-04-23;274;118;1682
2017-04-24;2017-04-24;39;212;1683
2017-04-24;2017-04-24;274;118;1684
2017-04-25;2017-04-25;274;118;1685
2017-04-26;2017-04-26;318;182;1686
2017-04-27;2017-04-27;599;527;1687
2017-04-27;2017-04-28;318;182;1688
2017-04-28;2017-04-28;274;118;1689
2017-04-29;2017-04-29;274;118;1690
2017-04-29;2017-04-29;660;707;1691
2017-04-30;2017-04-30;274;118;1692
2017-05-02;2017-05-02;274;118;1693
2017-05-03;2017-05-03;140;755;1694
2017-05-03;2017-05-03;274;118;1695
2017-05-03;2017-05-04;140;755;1696
2017-05-04;2017-05-04;249;590;1697
2017-05-04;2017-05-04;274;118;1698
2017-05-04;2017-05-04;682;572;1699
2017-05-05;2017-05-05;274;118;1700
2017-05-05;2017-05-06;660;707;1701
2017-05-06;2017-05-06;139;755;1702
2017-05-06;2017-05-06;274;118;1703
2017-05-06;2017-05-06;660;707;1704
2017-05-08;2017-05-08;274;118;1705
2017-05-09;2017-05-10;274;118;1706
2017-05-09;2017-05-10;531;255;1707
2017-05-09;2017-05-10;660;707;1708
2017-05-10;2017-05-10;271;16;1709
2017-05-10;2017-05-11;274;118;1710
2017-05-10;2017-05-11;660;707;1711
2017-05-11;2017-05-11;274;118;1712
2017-05-11;2017-05-11;660;707;1713
2017-05-11;2017-05-12;141;755;1714
2017-05-11;2017-05-12;271;16;1715
2017-05-11;2017-05-12;660;707;1716
2017-05-12;2017-05-12;271;16;1717
2017-05-12;2017-05-12;274;118;1718
2017-05-13;2017-05-13;274;118;1719
2017-05-15;2017-05-15;274;118;1720
2017-05-15;2017-05-15;660;707;1721
2017-05-16;2017-05-16;274;118;1722
2017-05-16;2017-05-16;785;244;1723
2017-05-17;2017-05-18;274;118;1724
2017-05-18;2017-05-18;131;755;1725
2017-05-19;2017-05-19;131;755;1726
2017-05-19;2017-05-19;144;755;1727
2017-05-19;2017-05-19;531;255;1728
2017-05-19;2017-05-19;785;244;1729
2017-05-19;2017-05-20;470;406;1730
2017-05-22;2017-05-22;143;755;1731
2017-05-22;2017-05-22;249;590;1732
2017-05-22;2017-05-23;143;755;1733
2017-05-22;2017-05-23;274;118;1734
2017-05-22;2017-05-23;802;8;1735
2017-05-23;2017-05-23;249;590;1736
2017-05-23;2017-05-23;274;118;1737
2017-05-23;2017-05-23;828;428;1738
2017-05-23;2017-05-24;131;755;1739
2017-05-23;2017-05-24;785;244;1740
2017-05-23;2017-05-24;811;305;1741
2017-05-24;2017-05-24;145;755;1742
2017-05-24;2017-05-24;785;244;1743
2017-05-24;2017-05-24;811;305;1744
2017-05-24;2017-05-25;531;255;1745
2017-05-24;2017-05-25;811;305;1746
2017-05-26;2017-05-26;271;16;1747
2017-05-26;2017-05-27;271;16;1748
2017-05-26;2017-05-27;531;255;1749
2017-05-27;2017-05-27;828;428;1750
2017-05-29;2017-05-29;219;630;1751
2017-05-29;2017-05-29;249;590;1752
2017-05-29;2017-05-29;466;;1753
2017-05-29;2017-05-29;587;669;1754
2017-05-29;2017-05-29;785;244;1755
2017-05-29;2017-05-30;219;630;1756
2017-05-29;2017-05-30;466;560;1757
2017-05-29;2017-05-30;531;255;1758
2017-05-30;2017-05-30;42;189;1759
2017-05-30;2017-05-30;219;630;1760
2017-05-30;2017-05-30;271;16;1761
2017-05-30;2017-05-30;531;255;1762
2017-05-30;2017-05-31;271;16;1763
2017-05-31;2017-05-31;219;630;1764
2017-05-31;2017-05-31;466;560;1765
2017-05-31;2017-05-31;531;255;1766
2017-05-31;2017-06-01;531;255;1767
2017-06-01;2017-06-01;466;560;1768
2017-06-01;2017-06-01;531;255;1769
2017-06-01;2017-06-02;531;255;1770
2017-06-02;2017-06-02;219;630;1771
2017-06-02;2017-06-02;785;244;1772
2017-06-02;2017-06-03;219;630;1773
2017-06-02;2017-06-03;249;590;1774
2017-06-02;2017-06-03;785;244;1775
2017-06-04;2017-06-04;219;630;1776
2017-06-05;2017-06-05;593;626;1777
2017-06-05;2017-06-06;153;193;1778
2017-06-05;2017-06-06;219;630;1779
2017-06-06;2017-06-06;219;630;1780
2017-06-06;2017-06-06;470;406;1781
2017-06-06;2017-06-06;785;244;1782
2017-06-06;2017-06-07;79;604;1783
2017-06-06;2017-06-07;384;148;1784
2017-06-07;2017-06-07;219;630;1785
2017-06-08;2017-06-08;79;604;1786
2017-06-08;2017-06-08;219;630;1787
2017-06-08;2017-06-08;470;406;1788
2017-06-08;2017-06-09;219;630;1789
2017-06-09;2017-06-09;79;604;1790
2017-06-09;2017-06-09;219;630;1791
2017-06-09;2017-06-09;470;406;1792
2017-06-09;2017-06-10;219;630;1793
2017-06-10;2017-06-10;79;604;1794
2017-06-11;2017-06-11;79;604;1795
2017-06-12;2017-06-12;79;604;1796
2017-06-12;2017-06-12;200;588;1797
2017-06-12;2017-06-12;384;;1798
2017-06-12;2017-06-12;466;;1799
2017-06-12;2017-06-12;669;725;1800
2017-06-12;2017-06-12;811;;1801
2017-06-12;2017-06-13;200;588;1802
2017-06-12;2017-06-13;353;95;1803
2017-06-12;2017-06-13;384;148;1804
2017-06-13;2017-06-13;79;604;1805
2017-06-13;2017-06-13;153;193;1806
2017-06-13;2017-06-13;353;95;1807
2017-06-13;2017-06-13;615;494;1808
2017-06-13;2017-06-14;153;193;1809
2017-06-13;2017-06-14;353;95;1810
2017-06-13;2017-06-14;384;148;1811
2017-06-14;2017-06-14;79;604;1812
2017-06-14;2017-06-14;353;95;1813
2017-06-14;2017-06-14;517;561;1814
2017-06-14;2017-06-15;153;193;1815
2017-06-14;2017-06-15;353;95;1816
2017-06-14;2017-06-15;384;;1817
2017-06-14;2017-06-15;805;747;1818
2017-06-15;2017-06-15;79;604;1819
2017-06-15;2017-06-15;384;;1820
2017-06-16;2017-06-16;79;604;1821
2017-06-16;2017-06-16;384;;1822
2017-06-16;2017-06-16;587;669;1823
2017-06-16;2017-06-16;706;271;1824
2017-06-17;2017-06-17;79;604;1825
2017-06-18;2017-06-18;79;604;1826
2017-06-19;2017-06-19;465;;1827
2017-06-19;2017-06-19;706;271;1828
2017-06-19;2017-06-19;828;428;1829
2017-06-19;2017-06-20;384;148;1830
2017-06-20;2017-06-20;153;193;1831
2017-06-20;2017-06-20;706;271;1832
2017-06-20;2017-06-21;466;;1833
2017-06-20;2017-06-21;470;406;1834
2017-06-20;2017-06-21;531;255;1835
2017-06-20;2017-06-23;828;428;1836
2017-06-21;2017-06-21;153;193;1837
2017-06-22;2017-06-22;587;669;1838
2017-06-23;2017-06-23;384;;1839
2017-06-25;2017-06-25;655;141;1840
2017-06-25;2017-06-25;657;580;1841
2017-06-26;2017-06-26;470;406;1842
2017-06-26;2017-06-26;656;141;1843
2017-06-26;2017-06-27;153;192;1844
2017-06-26;2017-06-27;384;;1845
2017-06-26;2017-06-29;828;428;1846
2017-06-27;2017-06-27;385;440;1847
2017-06-27;2017-06-27;656;141;1848
2017-06-27;2017-06-27;836;455;1849
2017-06-27;2017-06-28;153;192;1850
2017-06-27;2017-06-28;655;141;1851
2017-06-28;2017-06-28;384;;1852
2017-06-28;2017-06-28;470;406;1853
2017-06-28;2017-06-28;655;141;1854
2017-06-28;2017-06-29;153;192;1855
2017-06-28;2017-06-29;282;14;1856
2017-06-28;2017-06-29;655;141;1857
2017-06-28;2017-06-29;706;271;1858
2017-06-29;2017-06-29;655;141;1859
2017-06-29;2017-06-29;656;141;1860
2017-06-29;2017-06-30;153;192;1861
2017-06-29;2017-06-30;655;141;1862
2017-06-30;2017-06-30;384;;1863
2017-06-30;2017-06-30;470;406;1864
2017-06-30;2017-06-30;706;271;1865
2017-06-30;2017-07-01;656;141;1866
2017-06-30;2017-07-01;828;428;1867
2017-07-03;2017-07-03;587;669;1868
2017-07-03;2017-07-04;481;32;1869
2017-07-03;2017-07-05;828;428;1870
2017-07-04;2017-07-04;815;610;1871
2017-07-04;2017-07-05;481;32;1872
2017-07-04;2017-07-05;805;;1873
2017-07-04;2017-07-05;811;;1874
2017-07-04;2017-07-05;815;610;1875
2017-07-05;2017-07-05;481;32;1876
2017-07-05;2017-07-06;692;634;1877
2017-07-06;2017-07-06;282;14;1878
2017-07-06;2017-07-06;362;476;1879
2017-07-06;2017-07-06;811;;1880
2017-07-06;2017-07-07;38;300;1881
2017-07-06;2017-07-07;811;;1882
2017-07-07;2017-07-07;282;14;1883
2017-07-07;2017-07-07;587;669;1884
2017-07-07;2017-07-07;692;634;1885
2017-07-07;2017-07-07;805;;1886
2017-07-07;2017-07-07;811;305;1887
2017-07-08;2017-07-09;811;305;1888
2017-07-10;2017-07-10;80;760;1889
2017-07-10;2017-07-10;607;438;1890
2017-07-10;2017-07-11;362;476;1891
2017-07-10;2017-07-11;363;476;1892
2017-07-11;2017-07-11;130;606;1893
2017-07-11;2017-07-11;481;32;1894
2017-07-11;2017-07-11;692;634;1895
2017-07-11;2017-07-12;80;760;1896
2017-07-11;2017-07-12;362;476;1897
2017-07-11;2017-07-12;363;476;1898
2017-07-11;2017-07-12;706;271;1899
2017-07-11;2017-07-12;811;;1900
2017-07-12;2017-07-12;158;737;1901
2017-07-12;2017-07-12;482;31;1902
2017-07-12;2017-07-12;811;;1903
2017-07-12;2017-07-13;363;476;1904
2017-07-12;2017-07-13;706;271;1905
2017-07-13;2017-07-13;470;406;1906
2017-07-13;2017-07-14;706;271;1907
2017-07-13;2017-07-14;811;;1908
2017-07-14;2017-07-14;811;;1909
2017-07-16;2017-07-16;157;586;1910
2017-07-16;2017-07-16;470;406;1911
2017-07-17;2017-07-17;157;586;1912
2017-07-17;2017-07-17;370;387;1913
2017-07-17;2017-07-17;394;633;1914
2017-07-17;2017-07-17;607;438;1915
2017-07-17;2017-07-17;647;117;1916
2017-07-17;2017-07-17;741;;1917
2017-07-17;2017-07-17;811;;1918
2017-07-17;2017-07-18;104;743;1919
2017-07-17;2017-07-18;157;586;1920
2017-07-17;2017-07-18;811;;1921
2017-07-18;2017-07-18;157;586;1922
2017-07-18;2017-07-18;370;387;1923
2017-07-18;2017-07-18;384;;1924
2017-07-18;2017-07-18;607;438;1925
2017-07-18;2017-07-18;647;117;1926
2017-07-18;2017-07-18;822;56;1927
2017-07-18;2017-07-19;104;743;1928
2017-07-18;2017-07-19;157;586;1929
2017-07-18;2017-07-19;370;387;1930
2017-07-18;2017-07-20;370;387;1931
2017-07-19;2017-07-19;210;21;1932
2017-07-19;2017-07-19;607;438;1933
2017-07-19;2017-07-19;647;117;1934
2017-07-19;2017-07-19;822;56;1935
2017-07-19;2017-07-20;157;586;1936
2017-07-19;2017-07-20;228;653;1937
2017-07-19;2017-07-20;370;387;1938
2017-07-19;2017-07-20;815;610;1939
2017-07-19;2017-07-21;370;387;1940
2017-07-20;2017-07-20;370;387;1941
2017-07-20;2017-07-20;384;;1942
2017-07-20;2017-07-20;394;633;1943
2017-07-20;2017-07-21;157;586;1944
2017-07-20;2017-07-21;210;21;1945
2017-07-20;2017-07-21;370;387;1946
2017-07-21;2017-07-21;104;743;1947
2017-07-21;2017-07-21;211;21;1948
2017-07-21;2017-07-21;370;387;1949
2017-07-21;2017-07-21;394;633;1950
2017-07-21;2017-07-21;475;721;1951
2017-07-21;2017-07-22;157;586;1952
2017-07-21;2017-07-22;210;21;1953
2017-07-21;2017-07-22;475;721;1954
2017-07-22;2017-07-23;819;340;1955
2017-07-24;2017-07-24;341;301;1956
2017-07-24;2017-07-24;475;721;1957
2017-07-24;2017-07-24;607;438;1958
2017-07-24;2017-07-25;475;721;1959
2017-07-25;2017-07-25;153;192;1960
2017-07-25;2017-07-25;341;301;1961
2017-07-25;2017-07-25;751;245;1962
2017-07-26;2017-07-26;228;653;1963
2017-07-26;2017-07-26;647;117;1964
2017-07-26;2017-07-26;751;245;1965
2017-07-26;2017-07-26;773;484;1966
2017-07-26;2017-07-27;153;192;1967
2017-07-26;2017-07-27;228;653;1968
2017-07-26;2017-07-27;647;117;1969
2017-07-26;2017-07-27;773;484;1970
2017-07-27;2017-07-27;475;721;1971
2017-07-27;2017-07-27;607;438;1972
2017-07-27;2017-07-27;751;245;1973
2017-07-28;2017-07-28;751;245;1974
2017-07-28;2017-07-29;104;743;1975
2017-07-31;2017-07-31;19;107;1976
2017-07-31;2017-07-31;667;372;1977
2017-07-31;2017-07-31;800;91;1978
2017-08-01;2017-08-01;228;653;1979
2017-08-01;2017-08-02;647;117;1980
2017-08-01;2017-08-02;705;243;1981
2017-08-01;2017-08-02;773;484;1982
2017-08-02;2017-08-02;647;117;1983
2017-08-02;2017-08-03;647;117;1984
2017-08-03;2017-08-03;44;512;1985
2017-08-03;2017-08-03;475;721;1986
2017-08-03;2017-08-03;647;117;1987
2017-08-03;2017-08-04;19;107;1988
2017-08-04;2017-08-04;44;512;1989
2017-08-04;2017-08-04;228;653;1990
2017-08-04;2017-08-04;706;271;1991
2017-08-04;2017-08-05;19;107;1992
2017-08-04;2017-08-05;228;653;1993
2017-08-04;2017-08-05;773;484;1994
2017-08-05;2017-08-05;44;512;1995
2017-08-05;2017-08-05;517;561;1996
2017-08-07;2017-08-07;44;512;1997
2017-08-07;2017-08-07;607;438;1998
2017-08-07;2017-08-07;773;484;1999
2017-08-07;2017-08-07;800;91;2000
2017-08-07;2017-08-08;517;561;2001
2017-08-07;2017-08-08;706;271;2002
2017-08-08;2017-08-08;19;107;2003
2017-08-08;2017-08-08;44;512;2004
2017-08-08;2017-08-08;517;561;2005
2017-08-08;2017-08-08;773;484;2006
2017-08-08;2017-08-09;228;653;2007
2017-08-09;2017-08-09;19;107;2008
2017-08-09;2017-08-09;44;512;2009
2017-08-09;2017-08-16;773;484;2010
2017-08-10;2017-08-10;44;512;2011
2017-08-10;2017-08-10;773;484;2012
2017-08-10;2017-08-11;773;484;2013
2017-08-11;2017-08-11;19;107;2014
2017-08-11;2017-08-11;44;512;2015
2017-08-11;2017-08-11;773;484;2016
2017-08-14;2017-08-15;773;484;2017
2017-08-15;2017-08-15;228;652;2018
2017-08-17;2017-08-17;228;652;2019
2017-08-17;2017-08-17;266;181;2020
