id_lieu;realisateur_ice;fk_oeuvre;fk_localisation;date_de_debut;date_de_fin
2017-1043;Julien ABRAHAM;545;3115;2017-11-24;2017-11-24
2019-883;Thierry Binisti;588;4930;2019-07-24;2019-07-24
2016-2221;NAIDRA AYADI;467;5238;2016-11-22;2016-11-24
2016-376;CHRISTOPHE CAMPOS;153;224;2016-09-09;2016-09-09
2020-152;ANNE DEPETRINI;83;716;2020-02-28;2020-02-28
2018-319;;204;4924;2018-03-30;2018-03-30
2017-1373;Elsa BENNETT et Hippolyte DARD;153;1687;2017-06-29;2017-06-30
2019-784;John WAX, Jean-Pascal ZADI;788;4265;2019-07-05;2019-07-05
2016-2260;MAXIME GOVARE;338;199;2016-10-06;2016-10-06
2016-395;ANDRE TECHINE;605;1013;2016-09-10;2016-09-10
2020-153;Marcella Saïd;54;5220;2020-03-03;2020-03-03
2018-326;Antoine DE BARY;366;981;2018-03-21;2018-03-21
2017-1389;Ziad Doueiri;80;5033;2017-07-10;2017-07-10
2019-792;ANTOINE CHEVROLLIER;80;143;2019-07-04;2019-07-04
2016-2271;ARNAUD MALHERBE;127;3989;2016-07-02;2016-07-02
2016-402;JEANNE HERRY;2;43;2016-10-03;2016-10-03
2020-182;Marcella Saïd;54;2177;2020-03-10;2020-03-10
2018-332;Amy Sherman-Palladino et Dan Palladino;769;4393;2018-03-21;2018-03-23
2017-1392;FREDERIC TELLIER;706;2102;2017-06-19;2017-06-19
2019-803;Ayuko TSUKAHARA,;280;4116;2019-08-02;2019-08-02
2016-2280;MELANIE LAURENT;653;2883;2016-05-04;2016-05-04
2016-1915;JALIL LESPERT;308;5411;2016-02-18;2016-02-18
2020-186;Gabriel Julien Laférriere;159;4166;2020-03-13;2020-03-13
2018-537;Frederic HAZAN;575;4152;2018-04-20;2018-04-20
2017-1272;PIERRE ANDRE LHOMME;79;3198;2017-06-16;2017-06-16
2019-1142;Geoff Sax;835;3144;2019-09-19;2019-09-19
2020-794;Franck Gastambide / David Diane;837;3342;2020-11-03;2020-11-05
2016-1937;DOMINIQUE ROCHER;409;2096;2016-12-21;2016-12-22
2020-193;Arnaud Selignac,;320;3157;2020-03-12;2020-03-12
2018-564;Gabriel Aghion;796;280;2018-04-27;2018-04-27
2017-1283;PIERRE ANDRE LHOMME;79;298;2017-06-09;2017-06-09
2018-1177;Stanley WOODWARD;851;643;2018-10-18;2018-10-18
2016-707;FRED GARSON;498;5421;2016-03-24;2016-03-24
2020-532;Charles Van Tieghem;265;3568;2020-09-29;2020-09-29
2016-1517;MICHEL HAZANAVICIUS;457;4699;2016-08-19;2016-08-19
2018-635;Matt Hastings;716;2601;2018-05-14;2018-05-14
2017-1295;FRANK BELLOCQ;531;2091;2017-05-31;2017-06-01
2018-1189;Edouard DELUC;754;4372;2018-10-19;2018-10-19
2016-714;FREDERIC MERMOUD;229;4940;2016-11-18;2016-11-18
2020-534;Frederic TELLIER;278;4107;2020-09-29;2020-09-29
2016-1525;VIRGINE SCSWARTZ;529;2714;2016-11-10;2016-11-10
2018-645;Ladislas Chollat;679;2322;2018-05-21;2018-05-21
2017-1171;LUCAS BERNARD;828;2287;2017-05-27;2017-05-27
2019-844;Michèle Laroque;124;1130;2019-07-11;2019-07-11
2016-719;MARC FITOUSSI;552;1399;2016-01-20;2016-01-21
2020-544;Charles Van Tieghem;265;5051;2020-09-30;2020-09-30
2016-1545;NAIDRA AYADI;467;4751;2016-12-08;2016-12-08
2018-654;Frédéric HAZAN;575;1987;2018-05-22;2018-05-25
2017-1511;cheyenne carron;19;3923;2017-08-08;2017-08-08
2019-854;Eva Husson;285;509;2019-07-26;2019-07-26
2018-1377;Edouard DELUC;754;4379;2018-11-15;2018-11-15
2020-583;Jacques Audiard;507;342;2020-10-02;2020-10-03
2016-1577;LUDOVIC COLBEAU;339;5368;2016-11-25;2016-11-25
2018-453;;842;2946;2018-04-09;2018-04-12
2017-1556;;811;3621;2017-07-12;2017-07-12
2019-1187;Thierry De Peretti;473;4456;2019-09-18;2019-09-18
2019-689;JEAN PASCAL ZADI ET JOHN WAXXX;788;391;2019-06-12;2019-06-12
2020-595;Niels Arden Oplev;700;649;2020-10-13;2020-10-13
2016-1584;MANUEL BOURSINHAC;602;5061;2016-01-06;2016-01-06
2018-459;Noémie Saglio - Renaud Bertrand;116;5373;2018-04-11;2018-04-12
2017-1447;STEPHAN KOPECKY;39;1483;2017-01-26;2017-01-27
2019-1222;Michael Schur;767;4240;2019-09-29;2019-09-29
2019-1298;Darren Star;222;4178;2019-10-07;2019-10-07
2018-1021;Elia Suleiman;311;4786;2018-08-17;2018-08-17
2020-225;FRED CAVAYÉ;32;2895;2020-06-09;2020-06-09
2018-465;VINCENT GIOVANNI;39;1305;2018-04-19;2018-04-19
2017-1453;Margaux Lenfant;836;916;2017-06-27;2017-06-27
2018-1211;Louis-do Lencquesaing;419;4051;2018-10-10;2018-10-11
2019-1301;EMMANUEL MOURET;484;1368;2019-10-31;2019-10-31
2018-1043;Matt bloom, Ronan Burke;632;4635;2018-09-07;2018-09-07
2020-261;Gabriel Julien Laférriere;159;4370;2020-06-30;2020-06-30
2019-1757;Christopher Thompson;756;1143;2019-12-16;2019-12-18
2017-1321;Christopher Mac Quarrie;274;4786;2017-05-16;2017-05-16
2018-1212;Goncalo Waddington;638;1078;2018-10-11;2018-10-12
2019-1306;Mathias Malzieu;833;4467;2019-10-15;2019-10-16
2016-448;ERIC DELAVAINE;364;864;2016-07-19;2016-07-21
2020-276;Pascal Elbé;612;3462;2020-06-25;2020-06-26
2018-1129;Marilou Berry;677;2670;2018-10-03;2018-10-05
2017-1333;Ken Scott;370;3666;2017-07-18;2017-07-18
2019-660;FRANCK GASTAMBIDE;837;3203;2019-06-13;2019-06-15
2019-1318;Tarek BOUDALI;10;4189;2019-10-10;2019-10-10
2016-450;MICHEL HAZANAVICIUS;457;1135;2016-07-25;2016-07-25
2020-279;Pascal Elbé;612;95;2020-06-24;2020-06-26
2018-571;VINCENT JAMAIN;72;5028;2018-05-03;2018-05-03
2017-1341;Ken Scott;370;3781;2017-07-19;2017-07-20
2019-664;FRANCK GASTAMBIDE;837;2838;2019-06-21;2019-06-23
2018-1390;Yvan Attal;581;1467;2018-11-14;2018-11-14
2016-469;MARJORY DEJARDIN;841;313;2016-02-11;2016-02-11
2016-3;NICOLAS GUICHETEAU;588;2653;2016-10-29;2016-10-29
2018-580;Frédéric HAZAN;575;489;2018-05-05;2018-05-05
2017-1346;Ken Scott;370;5136;2017-07-20;2017-07-21
2019-997;MANOUSOS MANOUSAKIS;694;2299;2019-07-30;2019-07-30
2019-1432;JEAN-CHRISTOPHE DELPIAS;39;3204;2019-10-24;2019-10-24
2016-482;ROBIN CAMPILLO;5;5239;2016-09-14;2016-09-14
2016-37;MANUEL BOURSINHAC;602;4094;2016-01-09;2016-01-09
2018-582;Jean-Philippe Amar;229;2903;2018-05-14;2018-05-15
2017-1361;Dany Boon;384;4229;2017-06-12;2017-06-13
2019-1026;Maïwenn;18;1329;2019-08-19;2019-08-19
2018-1459;Etgar KERET et Shira GEFFEN;350;4500;2018-12-04;2018-12-04
2016-485;STEPHANE KAZANDJIAN;67;3375;2016-07-25;2016-07-25
2016-42;JALIL LESPERT;308;1181;2016-01-29;2016-01-29
2018-583;Jean-Philippe Amar;229;1476;2018-05-17;2018-05-18
2017-1678;FREDERIC TELLIER;706;5168;2017-08-04;2017-08-04
2018-1577;Matthieu DELAPORTE et Alexandre DE LA PATELLIÈRE;449;3169;2018-12-20;2018-12-20
2019-1377;;726;2857;2019-10-15;2019-10-17
2016-2006;ADITYA CHOPRA;82;5312;2016-02-26;2016-02-26
2016-60;EMMANUEL FINKIEL;388;3016;2016-09-05;2016-09-06
2018-600;Justine Triet;415;4785;2018-05-14;2018-05-14
2017-1684;;173;2909;2017-01-26;2017-01-26
2019-920;Damien Chazelle;764;5176;2019-08-14;2019-08-14
2019-1385;VLADIMIR DE FONTENAY/MARIE MONGE;838;3626;2019-10-10;2019-10-12
2016-2035;ALAN SWYER;614;4123;2016-08-28;2016-08-28
2016-85;JEANNE HERRY;2;4338;2016-10-10;2016-10-10
2018-603;Renaud Bertrand - Noémie Saglio;116;1400;2018-05-03;2018-05-05
2017-1719;FRANCIS DUQUET;707;2263;2017-02-02;2017-02-02
2019-926;Damien Chazelle;764;62;2019-08-19;2019-08-19
2018-752;Etienne Chatiliez;750;4466;2018-07-13;2018-07-13
2016-2040;MAURICE BARTHELEMY;489;3598;2016-10-04;2016-10-04
2016-1596;ANNE FONTAINE;559;2194;2016-07-30;2016-07-30
2018-955;Elia Suleiman;311;5177;2018-08-16;2018-08-16
2017-1726;Claire Denis;193;852;2017-02-08;2017-02-09
2019-949;Franck GASTAMBIDE;837;1422;2019-08-05;2019-08-05
2018-762;Justine Triet;415;3760;2018-07-02;2018-07-02
2016-2043;SOU ABADI;128;4321;2016-05-12;2016-05-12
2016-1599;ALAN SWYER;614;4278;2016-08-29;2016-08-29
2018-698;frederic Berthe;588;3299;2018-06-12;2018-06-12
2017-1728;Claire Denis;193;4725;2017-02-09;2017-02-10
2019-970;VLADIMIR DE FONTENAY/MARIE MONGE;838;3057;2019-08-01;2019-08-02
2018-773;Stephan Kopecky;624;3386;2018-07-02;2018-07-02
2016-2056;FREDERIC FORESTIER;584;5047;2016-03-17;2016-03-17
2016-1604;CHRISTOPHE BARRAUD;465;1047;2016-11-02;2016-11-02
2019-739;Alex Graves;791;1906;2019-07-02;2019-07-02
2017-1617;Xavier Gens;104;4476;2017-07-21;2017-07-21
2019-980;VLADIMIR DE FONTENAY/MARIE MONGE;838;922;2019-08-12;2019-08-13
2018-785;Etienne Chatiliez;750;3597;2018-07-23;2018-07-23
2016-2061;ERIC GUIRADO;825;1224;2016-10-06;2016-10-06
2016-1612;VALERIE LEMERCIER;557;2071;2016-04-25;2016-04-26
2019-744;Damien Chazelle;764;1827;2019-06-28;2019-06-28
2017-1624;Olivier Baroux;517;3409;2017-08-05;2017-08-05
2019-31;IGOR GOTESMAN;242;2312;2019-01-11;2019-01-11
2018-1490;Yoann Guillouzouic;646;4919;2018-12-03;2018-12-03
2016-2066;LOUIS FARGE;96;4007;2016-09-23;2016-09-23
2016-1627;MYRIAM AZIZA;725;2572;2016-10-14;2016-10-14
2019-754;Laurent Lafitte;376;1462;2019-07-08;2019-07-09
2017-1633;michel Blanc;855;2067;2017-08-30;2017-08-30
2019-35;Jeanne Herry;257;4056;2019-01-11;2019-01-11
2018-1562;Yoann Guillouzouic;646;4770;2018-12-18;2018-12-18
2020-619;Didier Le Pêcheurs;684;2955;2020-10-07;2020-10-08
2016-1662;OLIVIER MARCHAL;119;4426;2016-11-02;2016-11-02
2019-772;LEO ZHANG;768;362;2019-07-05;2019-07-05
2017-1485;;370;2132;2017-07-17;2017-07-17
2019-64;Matthieu DELAPORTE et Alexandre DE LA PATELLIÈRE;449;2333;2019-01-07;2019-01-07
2018-1574;Yoann Guillouzouic;646;4797;2018-12-22;2018-12-22
2020-646;David Morley;539;1774;2020-10-15;2020-10-17
2016-1671;AMANDA STHERS;543;932;2016-07-26;2016-07-27
2019-1725;Tarek BOUDALI;10;1182;2019-12-10;2019-12-10
2018-88;Thomas Lilti;290;4627;2018-02-12;2018-02-12
2019-957;Matt BLOOM, Robert BURKE, Ronan BURKE;253;3786;2019-08-28;2019-08-28
2019-162;Mélissa Drigeard;786;5215;2019-02-07;2019-02-07
2020-678;Franck Gastambide / David Diane;837;4144;2020-10-27;2020-10-28
2020-294;EVE DEBOISE;642;3394;2020-07-16;2020-07-16
2018-1241;CEDRIC KLAPISCH;198;4687;2018-10-15;2018-10-15
2018-94;Steven Conrad;533;5292;2018-01-30;2018-01-30
2019-1062;Darren Star;222;4136;2019-08-26;2019-08-30
2019-94;PRENTICE PENNY;821;4138;2019-01-18;2019-01-18
2020-308;Ludovic Bernard;54;4339;2020-07-20;2020-07-21
2019-819;Raphael Marriq;690;1768;2019-07-24;2019-07-24
2018-102;Guillaume Nicloux;301;387;2018-02-06;2018-02-06
2019-1068;Darren Star;222;4308;2019-08-28;2019-08-28
2019-367;JULIEN ZIDI;39;4293;2019-03-25;2019-03-25
2020-332;Antoinette Boulat;813;1424;2020-08-03;2020-08-03
2019-1162;Darren Star;222;69;2019-09-18;2019-09-18
2018-113;Guillaume Nicloux;301;421;2018-02-09;2018-02-09
2019-1070;Darren Star;222;60;2019-08-29;2019-08-30
2016-514;LUCIEN JEAN BAPTISTE;300;3564;2016-02-10;2016-02-10
2020-346;David CHARHON;436;3772;2020-08-09;2020-08-09
2019-825;FRANCK GASTAMBIDE;837;352;2019-07-15;2019-08-17
2018-114;Guillaume Nicloux;301;421;2018-02-09;2018-02-09
2019-1076;Damien Chazelle;764;3712;2019-09-02;2019-09-02
2016-538;EMMANUEL FINKIEL;388;3917;2016-09-29;2016-09-29
2020-353;JULIUS BERG;862;915;2020-08-12;2020-08-15
2019-832;LEO ZHANG;768;3910;2019-06-30;2019-06-30
2018-121;GILLES LEGRAND;477;4114;2018-02-19;2018-02-19
2019-1079;Eric Rochant, Jacques Audiard, Anna Novion, Samuel Collardey;433;1201;2019-09-11;2019-09-11
2016-591;E.TOLENADO/O.NAKACHE;444;3144;2016-06-29;2016-06-29
2020-360;JULIUS BERG;862;2368;2020-08-17;2020-08-18
2019-847;Eva Husson;285;3812;2019-07-26;2019-07-26
2018-122;GILLES LEGRAND;477;4114;2018-02-20;2018-02-21
2019-1333;OLIVIER DAHAN;724;592;2019-10-10;2019-10-11
2016-2111;TEDDY LUSSI MODESTE;111;566;2016-09-01;2016-09-02
2019-265;Guillaume Crémonese;303;1706;2019-03-11;2019-03-11
2019-857;EMILIE CARPENTIER;371;4369;2019-07-09;2019-07-10
2018-125;Louis Garrel;441;2670;2018-02-21;2018-02-22
2019-1335;OLIVIER DAHAN;724;3510;2019-10-10;2019-10-10
2016-2117;NOVEMIE LVOVSKY;189;4952;2016-04-14;2016-04-14
2019-269;Daniel COHEN;349;3678;2019-03-11;2019-03-12
2019-858;Jérémy Minui;69;677;2019-07-20;2019-07-20
2018-133;HUGO GÉLIN;583;2145;2018-02-15;2018-02-15
2018-1346;Gary Gray;26;4421;2018-11-07;2018-11-08
2016-2169;PHILIPPE LACHEAU;35;4026;2016-04-26;2016-04-26
2019-609;;666;4350;2019-06-15;2019-06-15
2019-866;Jean-Philippe Amar;229;784;2019-07-18;2019-07-18
2017-1569;Harry Bradbeer;341;936;2017-07-25;2017-07-25
2018-1350;Roman Polanski;313;1776;2018-11-26;2018-11-26
2020-753;FREDERIC BERTHE / ERIC LE ROUX;59;1121;2020-11-16;2020-11-17
2019-1604;Bruno Podalydès;487;3680;2019-11-19;2019-11-19
2019-1216;Michael Schur;767;4123;2019-09-30;2019-09-30
2017-1590;Ralph Fiennes;776;141;2017-08-19;2017-08-19
2016-2289;ANNE FONTAINE;559;1353;2016-09-09;2016-09-09
2019-392;Claus DREXEL;820;723;2019-04-04;2019-04-04
2016-131;FREDERIC FORESTIER;584;182;2016-03-16;2016-03-16
2019-681;Sylvie VERHEYDE;544;1922;2019-06-14;2019-06-14
2018-22;Steven Conrad;533;3487;2018-01-12;2018-01-13
2016-2315;NOVEMIE LVOVSKY;189;5275;2016-04-14;2016-04-14
2019-1709;XAVIER DURRINGER;398;972;2019-12-05;2019-12-05
2016-152;LUDOVIC COLBEAU;339;4776;2016-11-23;2016-11-23
2019-1002;FOAZAN RIZAL;48;4928;2019-08-01;2019-08-01
2018-39;Luc BESSON;51;201;2018-01-11;2018-01-12
2016-2378;JALIL LESPERT;308;1576;2016-03-01;2016-03-01
2018-1068;Flora LAU;540;4150;2018-09-12;2018-09-13
2016-154;ARNAUD MALHERBE;127;3095;2016-03-18;2016-03-18
2019-1016;Ayuko TSUKAHARA,;280;3693;2019-08-01;2019-08-01
2018-47;HUGO GÉLIN;583;2237;2018-01-29;2018-01-29
2020-894;BOUVARD VIRET;262;4012;2020-11-14;2020-11-14
2016-623;MAXIME GOVARE;338;1849;2016-10-03;2016-10-03
2016-166;ADITYA CHOPRA;82;3794;2016-05-27;2016-05-27
2019-74;PRENTICE PENNY;821;1590;2019-01-21;2019-01-21
2016-806;DOMINIQUE ROCHER;409;3178;2016-11-02;2016-11-04
2016-652;CHANG KEUN CHUN;770;1223;2016-10-19;2016-10-19
2016-192;HECTOR CABELLO REYES;804;4328;2016-03-06;2016-03-06
2019-1252;David Hugonot Petit;586;3275;2019-09-24;2019-09-24
2018-263;Emilien PARON;664;3655;2018-03-13;2018-03-14
2016-866;JEANNE HERRY;2;1856;2016-09-13;2016-09-13
2016-679;CHANG KEUN CHUN;770;3697;2016-10-15;2016-10-15
2016-1699;FRED GARSON;498;4228;2016-04-04;2016-04-04
2019-1259;Andre Erkau;279;4418;2019-10-03;2019-10-04
2018-276;Chris Briant;358;3618;2018-03-08;2018-03-08
2016-868;CHAD CHENOUGA;408;4096;2016-02-23;2016-02-23
2016-2192;ERIC LE ROUX;41;3144;2016-03-30;2016-03-30
2016-1709;GUILLAUME CANET;273;483;2016-03-10;2016-03-10
2019-1268;Leila Bouzid;827;1680;2019-10-18;2019-10-19
2018-293;Julien Weill;49;974;2018-03-14;2018-03-16
2016-893;EMMANUEL FINKIEL;388;5302;2016-10-25;2016-10-25
2016-2193;FRED GARSON;498;4082;2016-04-12;2016-04-12
2016-1722;TONIE MARSHALL;609;5422;2016-10-18;2016-10-18
2018-1254;PIERRE TRIVIDIC ET PATRICK MARIO BERNARD;348;952;2018-10-22;2018-10-22
2018-309;Nath DUMONT;561;5279;2018-03-19;2018-03-19
2016-896;FABRICE EBOUE;156;2160;2016-12-09;2016-12-09
2016-2194;SAMBA MBALLO;803;2475;2016-07-09;2016-07-09
2016-1724;VIRGINE SCSWARTZ;529;5247;2016-11-10;2016-11-10
2019-5;Jeanne Herry;257;4582;2019-01-04;2019-01-04
2018-315;;204;1072;2018-03-30;2018-03-30
2016-901;VINCENT PRIMAULT;304;1302;2016-04-02;2016-04-02
2016-2207;ANNE FONTAINE;559;4142;2016-09-09;2016-09-09
2016-1734;LEA MAZER;594;3089;2016-05-02;2016-05-02
2019-918;NOEMIE SAGLIO;630;3647;2019-08-03;2019-08-03
2018-14;Frédéric JARDIN;229;840;2018-02-01;2018-02-03
2016-2390;FRANCOIS OZON;45;1784;2016-11-07;2016-11-11
2016-2222;OLIVIER MARCHAL;119;3830;2016-11-24;2016-11-29
2016-1750;NOEMIE SAGLIO;753;2078;2016-06-13;2016-06-13
2019-944;Franck GASTAMBIDE;837;5113;2019-08-07;2019-08-08
2018-16;Frédéric JARDIN;229;591;2018-02-22;2018-02-24
2016-2391;TONIE MARSHALL;609;2467;2016-11-09;2016-11-09
2016-2268;JEREMY MINUI;261;273;2016-12-15;2016-12-15
2016-1768;ADITYA CHOPRA;82;4122;2016-02-25;2016-02-25
2019-1278;Suzanne Lindon;709;3053;2019-09-25;2019-09-25
2018-175;Antoine Garceau et Marc Fitoussi;204;4140;2018-03-05;2018-03-05
2016-2472;MARIE GAREL WEISS;392;3640;2016-10-13;2016-10-13
2016-2277;FREDERIC FORESTIER;584;5166;2016-03-16;2016-03-16
2020-407;JULIEN RAPPENEAU;464;4104;2020-09-22;2020-09-22
2019-985;Jérôme Bonnell;628;110;2019-08-23;2019-08-23
2018-383;;204;4977;2018-04-02;2018-04-02
2020-947;Valérie Urrea et Nathalie Masduraud;283;4486;2020-12-02;2020-12-03
2020-771;FRED GARSON;831;166;2020-11-05;2020-11-05
2020-408;JULIEN RAPPENEAU;464;57;2020-09-23;2020-09-23
2019-991;MANOUSOS MANOUSAKIS;694;3684;2019-07-30;2019-07-30
2018-390;Peter Atencio;858;4692;2018-03-31;2018-03-31
2020-979;Kilian Riedhof;854;3911;2020-12-11;2020-12-12
2020-780;David Morley;539;1514;2020-11-02;2020-11-02
2020-411;NICOLAS HERDT;333;1885;2020-08-27;2020-08-28
2019-996;MANOUSOS MANOUSAKIS;694;407;2019-07-30;2019-07-30
2018-415;Nadège Loiseau et Julien Colonna;670;4362;2018-04-16;2018-04-17
2016-939;CHRISTOPHE BARRAUD;465;2314;2016-11-04;2016-11-04
2020-804;Dany BOON;14;4383;2020-11-09;2020-11-11
2020-414;Pierre Briois et Théo Galampoix;112;4618;2020-08-23;2020-08-23
2019-959;Matt BLOOM, Robert BURKE, Ronan BURKE;253;4398;2019-08-29;2019-08-29
2018-418;Philippe de Chauveron;674;855;2018-03-28;2018-03-28
2016-946;BRUNO CHICHE;377;3206;2016-11-02;2016-11-02
2018-1080;Amro Hamzawi;246;766;2018-09-27;2018-09-28
2020-437;Audrey Estrougo;744;3300;2020-09-08;2020-09-12
2019-648;Charlotte Schiøler;554;5273;2019-06-10;2019-06-11
2018-419;Anthony Marciano;651;3698;2018-03-28;2018-03-28
2016-969;JEANNE HERRY;2;5087;2016-09-06;2016-09-06
2018-1082;Amro Hamzawi;246;5085;2018-09-29;2018-09-29
2019-1628;Azazel Jacobs;264;4974;2019-12-03;2019-12-03
2019-1084;Jérôme Bonnell;628;4637;2019-09-03;2019-09-03
2018-421;Anthony Marciano;651;3698;2018-03-28;2018-03-28
2016-983;VINCENT PRIMAULT;304;638;2016-04-11;2016-04-11
2018-1087;Géraldine Nakache;316;5110;2018-09-25;2018-09-26
2018-1298;Louis-do Lencquesaing;419;753;2018-10-29;2018-10-30
2019-1088;Jérôme Bonnell;628;2559;2019-09-06;2019-09-07
2018-448;Safy Nebbou;123;4258;2018-04-10;2018-04-10
2016-2521;LIDIA TERKI;636;5448;2016-02-22;2016-02-22
2016-718;FREDERIC JARDIN;229;76;2016-08-08;2016-08-09
2018-1333;Eric Toledano et Olivier Nakache;293;1983;2018-11-06;2018-11-08
2019-1338;Bruno Podalydès;487;4593;2019-10-11;2019-10-11
2018-155;Remi Bezançon;452;2980;2018-03-12;2018-03-12
2016-2525;ALBERT DUPONTEL;64;520;2016-05-20;2016-05-21
2016-742;NICOLAS SILHOL;166;1618;2016-03-12;2016-03-12
2019-280;Mélissa Drigeard;786;539;2019-03-21;2019-03-22
2018-1341;Katia LEWKOWICZ;260;621;2018-11-09;2018-11-16
2018-334;Cong Li;553;2724;2018-03-24;2018-03-28
2016-2527;NOEMIE SAGLIO;753;1278;2016-07-18;2016-07-19
2016-747;ADITYA CHOPRA;82;3473;2016-06-01;2016-06-01
2016-221;ADITYA CHOPRA;82;4113;2016-05-17;2016-05-17
2018-1345;GREGORY MAGNE;373;1130;2018-11-16;2018-11-17
2018-216;Antoine DE BARY;366;393;2018-02-28;2018-03-01
2016-2531;THOMAS LANGMANN;737;4338;2016-09-08;2016-09-08
2018-1356;Katia LEWKOWICZ;260;518;2018-11-13;2018-11-13
2016-273;JULIEN HALLARD;493;928;2016-10-29;2016-10-29
2016-789;RACHID HAMI;405;1596;2016-06-16;2016-06-16
2018-226;SIMON ASTIER;39;4684;2018-03-09;2018-03-09
2016-2573;SOU ABADI;128;3907;2016-05-12;2016-05-12
2018-1370;Edouard DELUC;754;286;2018-11-14;2018-11-14
2016-280;MAXIME GOVARE;338;4641;2016-09-26;2016-09-26
2016-803;YVES RENIER;324;145;2016-12-06;2016-12-06
2018-233;;204;3381;2018-03-20;2018-03-21
2020-1005;Christophe CAMPOS;648;3796;2020-12-03;2020-12-04
2018-1380;Stanley WOODWARD;851;4606;2018-11-14;2018-11-15
2016-1803;ALEXANDRE LAURENT;667;2115;2016-02-15;2016-02-15
2016-2338;GABRIEL AGHION;427;2568;2016-07-13;2016-07-13
2018-512;FLO BER;216;1532;2018-04-23;2018-04-23
2020-1006;Christophe CAMPOS;648;3796;2020-12-03;2020-12-04
2019-687;;782;1640;2019-06-10;2019-06-10
2016-1842;VINCENT JAMAIN;241;3480;2016-01-20;2016-01-20
2016-2373;ARNAUD MALHERBE;127;1080;2016-06-04;2016-06-04
2018-514;Luc Besson;50;4460;2018-04-13;2018-04-13
2020-1009;Christophe CAMPOS;648;4144;2020-12-03;2020-12-03
2019-695;Jean-Marc BRONDOLO;704;2365;2019-06-24;2019-06-24
2016-1855;NADIR MOKNECHE;526;5351;2016-04-12;2016-04-12
2016-2374;GABRIEL AGHION;427;3009;2016-06-21;2016-06-24
2018-727;Cathy VERNEY;842;781;2018-05-31;2018-05-31
2020-1030;Christophe CAMPOS;648;3408;2020-12-03;2020-12-04
2019-700;Sylvie VERHEYDE;544;4477;2019-06-17;2019-06-17
2016-1859;ADITYA CHOPRA;82;2049;2016-05-12;2016-05-12
2016-2381;VALERIE LEMERCIER;557;4031;2016-06-09;2016-06-09
2018-728;Philippe De Chauveron;674;799;2018-06-12;2018-06-13
2016-1004;WILLY BIONDANI;797;1647;2016-10-11;2016-10-11
2019-1046;Nicolas Guicheteau;229;165;2019-09-11;2019-09-11
2016-1862;VALERIE LEMERCIER;557;3909;2016-06-06;2016-06-06
2020-836;ALEXANDRA LECLÈRE;571;3168;2020-11-13;2020-11-13
2018-539;Florent Bernard;216;1998;2018-04-23;2018-04-23
2016-1023;LUCIEN JEAN BAPTISTE;300;5349;2016-02-08;2016-02-08
2019-1300;EMMANUEL MOURET;484;4434;2019-10-31;2019-10-31
2016-1867;MATHIEU AMALRIC;78;3144;2016-11-21;2016-11-21
2020-845;FRED GARSON;831;984;2020-11-16;2020-11-18
2018-544;frederic Berthe;588;5365;2018-04-26;2018-04-26
2016-1044;STEPHANE ROBELIN;259;2726;2016-05-10;2016-05-10
2018-1382;Stanley WOODWARD;851;3613;2018-11-13;2018-11-13
2020-462;Anais Volpé;230;809;2020-09-16;2020-09-16
2020-866;ROBIN SYKES;23;1021;2020-11-24;2020-11-25
2018-644;Elsa Bennett et Hippolyte Dard;358;3576;2018-05-24;2018-05-28
2016-1050;MAXIME GOVARE;338;4190;2016-11-08;2016-11-08
2018-1400;Eric Toledano et Olivier Nakache;293;663;2018-11-14;2018-11-14
2020-486;FRED GARSON;831;1369;2020-09-25;2020-09-26
2020-882;Alexandra Leclère;571;2045;2020-11-18;2020-11-18
2018-467;VINCENT GIOVANNI;39;1938;2018-04-19;2018-04-20
2016-1075;FRANCHIN DOM;538;2788;2016-06-07;2016-06-07
2018-1409;CHUN CHIEH;118;55;2018-11-24;2018-11-25
2020-519;Éric Gravel;235;4478;2020-09-25;2020-09-25
2020-904;Didier Le Pêcheurs;684;849;2020-11-26;2020-11-26
2019-1735;Madame KAMIR AÏNOUZ;150;417;2019-12-16;2019-12-16
2016-1096;CYPRIEN VIAL;221;411;2016-07-26;2016-07-27
2018-1505;CEDRIC KLAPISCH;198;1730;2018-12-06;2018-12-06
2019-288;Noemie Saglio - Renaud Bertrand;649;417;2019-03-20;2019-03-21
2020-912;Valérie Donzelli;603;5159;2020-12-08;2020-12-08
2019-1754;Emmanuel COURCOL;818;4142;2019-12-19;2019-12-21
2020-1092;Sylvie Verheyde;739;4149;2020-12-22;2020-12-22
2018-1510;Matthieu DELAPORTE et Alexandre DE LA PATELLIÈRE;449;1393;2018-12-03;2018-12-06
2019-289;Noemie Saglio - Renaud Bertrand;649;5139;2019-03-19;2019-03-20
2016-804;OLIVIER AYACHE VIDAL;284;3112;2016-10-12;2016-10-12
2018-1112;Stéphane Batut;411;4534;2018-09-19;2018-09-21
2020-1094;Sylvie Verheyde;739;4149;2020-12-22;2020-12-22
2019-1114;Suzanne Lindon;709;2535;2019-09-20;2019-09-20
2019-293;Hervé HADMAR;698;3448;2019-03-28;2019-03-28
2016-816;ANNE FONTAINE;559;4384;2016-09-23;2016-09-23
2020-1106;Sylvie Verheyde;739;4705;2020-12-22;2020-12-22
2019-1408;Darren Star;222;1060;2019-10-17;2019-10-17
2019-334;Mélissa Drigeard;786;539;2019-03-21;2019-03-22
2016-822;NICOLAS SILHOL;166;2461;2016-03-08;2016-03-08
